46, 1001
Suborbital Science Data for Atmospheric Composition
NASA Langley Research Center
Merged Flight#20240626, on the P3B platform. Data is merged to 1.000000 seconds. This merge was created on the Custom Data Merging tool.
SARP
1,1
2024,06,26, 2025, 7, 9
0
Time_Start, seconds, start time of the merge period
13
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999, -999999
Time_Stop, seconds, stop time of the merge period
Day_Of_Year_BENNETT,  day,  None, calendar day beginning January 1 {dataID = SARP-METNAV}
Latitude_BENNETT,  deg,  Platform_Latitude_InSitu_None {dataID = SARP-METNAV}
Longitude_BENNETT,  deg,  Platform_Longitude_InSitu_None {dataID = SARP-METNAV}
Pressure_Altitude_BENNETT,  ft,  Platform_AltitudePressure_InSitu_None {dataID = SARP-METNAV}
Static_Air_Temp_BENNETT,  degrees Celcius,  Met_StaticAirTemperature_InSitu_None {dataID = SARP-METNAV}
Static_Pressure_BENNETT,  hPa,  Met_StaticPressure_InSitu_None {dataID = SARP-METNAV}
Solar_Zenith_Angle_BENNETT,  deg,  Met_SolarZenithAngle_InSitu_None {dataID = SARP-METNAV}
Org_Ave_IsoK_STP_ZIEMBA,  Organic_micrograms_per_standard_cubic_meter,  AerComp_OrganicAerosol_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
SO4_Ave_IsoK_STP_ZIEMBA,  Sulfate_micrograms_per_standard_cubic_meter,  AerComp_Sulfate_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
NO3_Ave_IsoK_STP_ZIEMBA,  Nitrate_micrograms_per_standard_cubic_meter,  AerComp_Nitrate_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
NH4_Ave_IsoK_STP_ZIEMBA,  Ammonium_micrograms_per_standard_cubic_meter,  AerComp_Ammonium_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
Chl_Ave_IsoK_STP_ZIEMBA,  Chloride_micrograms_per_standard_cubic_meter,  AerComp_Chloride_InSitu_VacuumAerodynamic_Accu_MassSTP {dataID = SARP-LARGE-AMS}
1
SPECIAL COMMENTS : See original files(listed in ASSOCIATED DATA) for special comments
18
PI_CONTACT_INFO: gao.chen@nasa.gov, michael.shook@nasa.gov, ali.a.aknan@nasa.gov
PLATFORM: P3B_AIRCRAFT
LOCATION: Included in data records
ASSOCIATED_DATA: See following PI data: BENNETT.RYAN, ZIEMBA.LUKE
INSTRUMENT_INFO: Please see PI data files for instrument information.
DATA_INFO: Please see PI data files for: (1) ULOD/LLOD, (2) DATA_FLAG information (DATA_FLAG=-66666 indicates that there are multiple data flag values in the reported interval), and (3) when using merged ratio variables (merge algorithm may not be appropriate when range of variation is large). Longitude is reported as (0, 360) degrees.
UNCERTAINTY: Please see PI data files for uncertainty information.
ULOD_FLAG: -777777
ULOD_VALUE: N/A
LLOD_FLAG: -888888
LLOD_VALUE: N/A
DM_CONTACT_INFO: gao.chen@nasa.gov, michael.shook@nasa.gov, ali.a.aknan@nasa.gov
PROJECT_INFO: SARP
STIPULATIONS_ON_USE: N/A
OTHER_COMMENTS: This merge was created using the SSD-AC online merge tool. Data merge methods are described here: https://www-air.larc.nasa.gov/missions/etc/onlinemergedoc.pdf. For detailed information on any data shown here, please see the associated PI files.
REVISION: RA
RA: File generated using LaRC's online merge tool on 2025-07-09 at 18:04:53
Time_Start, Time_Stop, Day_Of_Year_BENNETT, Latitude_BENNETT, Longitude_BENNETT, Pressure_Altitude_BENNETT, Static_Air_Temp_BENNETT, Static_Pressure_BENNETT, Solar_Zenith_Angle_BENNETT, Org_Ave_IsoK_STP_ZIEMBA, SO4_Ave_IsoK_STP_ZIEMBA, NO3_Ave_IsoK_STP_ZIEMBA, NH4_Ave_IsoK_STP_ZIEMBA, Chl_Ave_IsoK_STP_ZIEMBA
47083,47084,178.0000,37.930416,-75.468254,213.0000,21.5600,1002.00,53.0000, -999999, -999999, -999999, -999999, -999999
47084,47085,178.0000,37.929874,-75.468681,322.0000,21.4600,1000.80,53.0000, -999999, -999999, -999999, -999999, -999999
47085,47086,178.0000,37.929333,-75.469109,322.0000,21.6300,999.6000,53.0000, -999999, -999999, -999999, -999999, -999999
47086,47087,178.0000,37.928787,-75.469536,322.0000,21.8200,999.1000,53.0000, -999999, -999999, -999999, -999999, -999999
47087,47088,178.0000,37.928238,-75.469963,322.0000,21.7300,998.5000,53.0000, -999999, -999999, -999999, -999999, -999999
47088,47089,178.0000,37.927689,-75.470390,322.0000,21.9000,998.1000,53.0000, -999999, -999999, -999999, -999999, -999999
47089,47090,178.0000,37.927132,-75.470810,431.0000,22.0400,997.0000,53.0000, -999999, -999999, -999999, -999999, -999999
47090,47091,178.0000,37.926575,-75.471237,431.0000,22.1500,996.3000,53.0000, -999999, -999999, -999999, -999999, -999999
47091,47092,178.0000,37.926014,-75.471664,431.0000,22.1600,995.8000,53.0000, -999999, -999999, -999999, -999999, -999999
47092,47093,178.0000,37.925446,-75.472092,431.0000,22.3600,995.1000,53.0000, -999999, -999999, -999999, -999999, -999999
47093,47094,178.0000,37.924873,-75.472511,431.0000,22.6500,994.8000,53.0000, -999999, -999999, -999999, -999999, -999999
47094,47095,178.0000,37.924293,-75.472938,519.0000,22.9700,994.4000,53.0000, -999999, -999999, -999999, -999999, -999999
47095,47096,178.0000,37.923710,-75.473366,519.0000,23.2200,994.1000,52.9000, -999999, -999999, -999999, -999999, -999999
47096,47097,178.0000,37.923119,-75.473801,519.0000,23.4300,993.7000,52.9000, -999999, -999999, -999999, -999999, -999999
47097,47098,178.0000,37.922523,-75.474228,519.0000,23.9100,993.5000,52.9000, -999999, -999999, -999999, -999999, -999999
47098,47099,178.0000,37.921925,-75.474663,519.0000,23.7600,992.9000,52.9000, -999999, -999999, -999999, -999999, -999999
47099,47100,178.0000,37.921322,-75.475105,568.0000,23.6500,992.6000,52.9000, -999999, -999999, -999999, -999999, -999999
47100,47101,178.0000,37.920719,-75.475548,568.0000,23.6300,991.5000,52.9000, -999999, -999999, -999999, -999999, -999999
47101,47102,178.0000,37.920109,-75.475990,568.0000,23.7700,991.4000,52.9000, -999999, -999999, -999999, -999999, -999999
47102,47103,178.0000,37.919495,-75.476440,568.0000,23.8500,990.7000,52.9000, -999999, -999999, -999999, -999999, -999999
47103,47104,178.0000,37.918873,-75.476891,568.0000,23.9900,990.1000,52.9000, -999999, -999999, -999999, -999999, -999999
47104,47105,178.0000,37.918251,-75.477348,568.0000,24.1300,989.8000,52.9000, -999999, -999999, -999999, -999999, -999999
47105,47106,178.0000,37.917625,-75.477814,647.0000,24.2700,989.4000,52.9000, -999999, -999999, -999999, -999999, -999999
47106,47107,178.0000,37.916992,-75.478279,647.0000,24.3800,988.9000,52.9000, -999999, -999999, -999999, -999999, -999999
47107,47108,178.0000,37.916359,-75.478752,647.0000,24.4600,988.3000,52.9000, -999999, -999999, -999999, -999999, -999999
47108,47109,178.0000,37.915718,-75.479225,647.0000,24.5100,988.1000,52.9000, -999999, -999999, -999999, -999999, -999999
47109,47110,178.0000,37.915073,-75.479706,647.0000,24.5600,987.4000,52.9000, -999999, -999999, -999999, -999999, -999999
47110,47111,178.0000,37.914425,-75.480194,712.0000,24.5100,987.2000,52.9000, -999999, -999999, -999999, -999999, -999999
47111,47112,178.0000,37.913773,-75.480675,712.0000,24.5500,986.5000,52.9000, -999999, -999999, -999999, -999999, -999999
47112,47113,178.0000,37.913117,-75.481171,712.0000,24.5800,986.6000,52.9000, -999999, -999999, -999999, -999999, -999999
47113,47114,178.0000,37.912453,-75.481659,712.0000,24.6100,986.1000,52.9000, -999999, -999999, -999999, -999999, -999999
47114,47115,178.0000,37.911785,-75.482163,712.0000,24.5700,985.6000,52.9000, -999999, -999999, -999999, -999999, -999999
47115,47116,178.0000,37.911114,-75.482658,767.0000,24.5700,985.4000,52.9000, -999999, -999999, -999999, -999999, -999999
47116,47117,178.0000,37.910435,-75.483162,767.0000,24.4900,985.0000,52.9000, -999999, -999999, -999999, -999999, -999999
47117,47118,178.0000,37.909752,-75.483666,767.0000,24.5400,984.5000,52.9000, -999999, -999999, -999999, -999999, -999999
47118,47119,178.0000,37.909061,-75.484177,767.0000,24.5000,984.5000,52.9000, -999999, -999999, -999999, -999999, -999999
47119,47120,178.0000,37.908371,-75.484688,767.0000,24.5300,983.9000,52.9000, -999999, -999999, -999999, -999999, -999999
47120,47121,178.0000,37.907673,-75.485214,767.0000,24.4900,984.0000,52.9000, -999999, -999999, -999999, -999999, -999999
47121,47122,178.0000,37.906975,-75.485748,817.0000,24.4800,983.5000,52.9000, -999999, -999999, -999999, -999999, -999999
47122,47123,178.0000,37.906277,-75.486290,817.0000,24.4600,982.8000,52.9000, -999999, -999999, -999999, -999999, -999999
47123,47124,178.0000,37.905582,-75.486855,817.0000,24.4700,982.4000,52.9000, -999999, -999999, -999999, -999999, -999999
47124,47125,178.0000,37.904892,-75.487450,817.0000,24.5200,981.9000,52.9000, -999999, -999999, -999999, -999999, -999999
47125,47126,178.0000,37.904213,-75.488060,817.0000,24.4800,981.7000,52.9000, -999999, -999999, -999999, -999999, -999999
47126,47127,178.0000,37.903549,-75.488709,880.0000,24.4200,981.3000,52.9000, -999999, -999999, -999999, -999999, -999999
47127,47128,178.0000,37.902901,-75.489388,880.0000,24.4500,980.4000,52.9000, -999999, -999999, -999999, -999999, -999999
47128,47129,178.0000,37.902271,-75.490097,880.0000,24.4400,979.7000,52.9000, -999999, -999999, -999999, -999999, -999999
47129,47130,178.0000,37.901657,-75.490837,880.0000,24.3600,979.2000,52.9000, -999999, -999999, -999999, -999999, -999999
47130,47131,178.0000,37.901066,-75.491608,880.0000,24.3000,978.2000,52.8000, -999999, -999999, -999999, -999999, -999999
47131,47132,178.0000,37.900497,-75.492409,982.0000,24.3800,977.7000,52.8000, -999999, -999999, -999999, -999999, -999999
47132,47133,178.0000,37.899944,-75.493233,982.0000,24.2600,977.2000,52.8000, -999999, -999999, -999999, -999999, -999999
47133,47134,178.0000,37.899414,-75.494087,982.0000,24.3100,976.8000,52.8000, -999999, -999999, -999999, -999999, -999999
47134,47135,178.0000,37.898910,-75.494972,982.0000,24.2700,975.9000,52.8000, -999999, -999999, -999999, -999999, -999999
47135,47136,178.0000,37.898426,-75.495880,982.0000,24.3400,975.2000,52.8000, -999999, -999999, -999999, -999999, -999999
47136,47137,178.0000,37.897972,-75.496819,1074.00,24.2700,974.5000,52.8000, -999999, -999999, -999999, -999999, -999999
47137,47138,178.0000,37.897541,-75.497772,1074.00,24.2500,973.9000,52.8000, -999999, -999999, -999999, -999999, -999999
47138,47139,178.0000,37.897133,-75.498749,1074.00,24.2800,973.5000,52.8000, -999999, -999999, -999999, -999999, -999999
47139,47140,178.0000,37.896744,-75.499741,1074.00,24.1700,972.9000,52.8000, -999999, -999999, -999999, -999999, -999999
47140,47141,178.0000,37.896374,-75.500755,1074.00,24.2000,972.2000,52.8000, -999999, -999999, -999999, -999999, -999999
47141,47142,178.0000,37.896023,-75.501785,1074.00,24.2000,971.6000,52.8000, -999999, -999999, -999999, -999999, -999999
47142,47143,178.0000,37.895691,-75.502831,1166.00,24.1100,971.0000,52.8000, -999999, -999999, -999999, -999999, -999999
47143,47144,178.0000,37.895374,-75.503883,1166.00,24.1800,970.5000,52.8000, -999999, -999999, -999999, -999999, -999999
47144,47145,178.0000,37.895077,-75.504952,1166.00,24.2100,969.6000,52.8000, -999999, -999999, -999999, -999999, -999999
47145,47146,178.0000,37.894791,-75.506027,1166.00,24.0700,969.3000,52.8000, -999999, -999999, -999999, -999999, -999999
47146,47147,178.0000,37.894520,-75.507118,1166.00,24.1100,968.3000,52.8000, -999999, -999999, -999999, -999999, -999999
47147,47148,178.0000,37.894260,-75.508209,1256.00,24.0200,967.9000,52.8000, -999999, -999999, -999999, -999999, -999999
47148,47149,178.0000,37.894016,-75.509315,1256.00,23.9600,967.0000,52.8000, -999999, -999999, -999999, -999999, -999999
47149,47150,178.0000,37.893784,-75.510422,1256.00,23.8000,966.3000,52.8000, -999999, -999999, -999999, -999999, -999999
47150,47151,178.0000,37.893555,-75.511528,1256.00,23.8100,965.5000,52.8000, -999999, -999999, -999999, -999999, -999999
47151,47152,178.0000,37.893337,-75.512642,1256.00,23.8200,964.5000,52.8000, -999999, -999999, -999999, -999999, -999999
47152,47153,178.0000,37.893124,-75.513756,1375.00,23.9500,963.6000,52.8000, -999999, -999999, -999999, -999999, -999999
47153,47154,178.0000,37.892914,-75.514877,1375.00,24.0600,962.5000,52.8000, -999999, -999999, -999999, -999999, -999999
47154,47155,178.0000,37.892712,-75.515999,1375.00,24.0300,961.9000,52.8000, -999999, -999999, -999999, -999999, -999999
47155,47156,178.0000,37.892510,-75.517128,1375.00,24.0500,960.6000,52.8000, -999999, -999999, -999999, -999999, -999999
47156,47157,178.0000,37.892307,-75.518249,1375.00,23.9900,959.7000,52.8000, -999999, -999999, -999999, -999999, -999999
47157,47158,178.0000,37.892105,-75.519371,1375.00,23.8300,958.9000,52.8000, -999999, -999999, -999999, -999999, -999999
47158,47159,178.0000,37.891899,-75.520500,1525.00,23.7600,957.8000,52.8000, -999999, -999999, -999999, -999999, -999999
47159,47160,178.0000,37.891689,-75.521629,1525.00,23.6600,957.6000,52.8000, -999999, -999999, -999999, -999999, -999999
47160,47161,178.0000,37.891480,-75.522758,1525.00,23.7400,956.2000,52.8000, -999999, -999999, -999999, -999999, -999999
47161,47162,178.0000,37.891273,-75.523880,1525.00,23.8600,955.2000,52.8000, -999999, -999999, -999999, -999999, -999999
47162,47163,178.0000,37.891067,-75.525017,1525.00,23.8600,954.7000,52.8000, -999999, -999999, -999999, -999999, -999999
47163,47164,178.0000,37.890865,-75.526146,1640.00,24.0600,953.9000,52.8000, -999999, -999999, -999999, -999999, -999999
47164,47165,178.0000,37.890663,-75.527283,1640.00,23.9000,953.2000,52.8000, -999999, -999999, -999999, -999999, -999999
47165,47166,178.0000,37.890465,-75.528419,1640.00,23.8600,951.8000,52.8000, -999999, -999999, -999999, -999999, -999999
47166,47167,178.0000,37.890270,-75.529556,1640.00,23.9100,951.0000,52.8000, -999999, -999999, -999999, -999999, -999999
47167,47168,178.0000,37.890072,-75.530693,1640.00,23.7300,950.3000,52.8000, -999999, -999999, -999999, -999999, -999999
47168,47169,178.0000,37.889885,-75.531822,1785.00,23.8800,949.1000,52.8000, -999999, -999999, -999999, -999999, -999999
47169,47170,178.0000,37.889694,-75.532959,1785.00,23.9300,948.2000,52.8000, -999999, -999999, -999999, -999999, -999999
47170,47171,178.0000,37.889511,-75.534096,1785.00,23.9200,947.4000,52.8000, -999999, -999999, -999999, -999999, -999999
47171,47172,178.0000,37.889324,-75.535233,1785.00,23.9700,946.5000,52.7000, -999999, -999999, -999999, -999999, -999999
47172,47173,178.0000,37.889137,-75.536369,1785.00,24.0900,945.1000,52.7000, -999999, -999999, -999999, -999999, -999999
47173,47174,178.0000,37.888950,-75.537506,1937.00,24.1900,944.2000,52.7000, -999999, -999999, -999999, -999999, -999999
47174,47175,178.0000,37.888763,-75.538643,1937.00,24.4000,943.4000,52.7000, -999999, -999999, -999999, -999999, -999999
47175,47176,178.0000,37.888576,-75.539780,1937.00,24.5100,942.3000,52.7000, -999999, -999999, -999999, -999999, -999999
47176,47177,178.0000,37.888386,-75.540924,1937.00,24.4900,941.6000,52.7000, -999999, -999999, -999999, -999999, -999999
47177,47178,178.0000,37.888195,-75.542053,1937.00,24.4800,940.6000,52.7000, -999999, -999999, -999999, -999999, -999999
47178,47179,178.0000,37.888004,-75.543190,1937.00,24.5300,939.7000,52.7000, -999999, -999999, -999999, -999999, -999999
47179,47180,178.0000,37.887817,-75.544327,2077.00,24.5600,938.9000,52.7000, -999999, -999999, -999999, -999999, -999999
47180,47181,178.0000,37.887627,-75.545464,2077.00,24.6200,937.9000,52.7000, -999999, -999999, -999999, -999999, -999999
47181,47182,178.0000,37.887436,-75.546600,2077.00,24.6800,936.9000,52.7000, -999999, -999999, -999999, -999999, -999999
47182,47183,178.0000,37.887245,-75.547737,2077.00,24.7500,936.2000,52.7000, -999999, -999999, -999999, -999999, -999999
47183,47184,178.0000,37.887054,-75.548874,2077.00,24.8200,935.3000,52.7000, -999999, -999999, -999999, -999999, -999999
47184,47185,178.0000,37.886860,-75.550011,2208.00,24.8300,934.6000,52.7000, -999999, -999999, -999999, -999999, -999999
47185,47186,178.0000,37.886665,-75.551155,2208.00,24.8500,933.8000,52.7000, -999999, -999999, -999999, -999999, -999999
47186,47187,178.0000,37.886467,-75.552292,2208.00,24.8100,933.2000,52.7000, -999999, -999999, -999999, -999999, -999999
47187,47188,178.0000,37.886269,-75.553429,2208.00,24.7900,932.3000,52.7000, -999999, -999999, -999999, -999999, -999999
47188,47189,178.0000,37.886070,-75.554558,2208.00,24.7100,931.3000,52.7000, -999999, -999999, -999999, -999999, -999999
47189,47190,178.0000,37.885864,-75.555702,2341.00,24.7300,930.8000,52.7000, -999999, -999999, -999999, -999999, -999999
47190,47191,178.0000,37.885658,-75.556839,2341.00,24.7100,929.9000,52.7000, -999999, -999999, -999999, -999999, -999999
47191,47192,178.0000,37.885449,-75.557976,2341.00,24.6500,928.9000,52.7000, -999999, -999999, -999999, -999999, -999999
47192,47193,178.0000,37.885231,-75.559105,2341.00,24.5100,927.8000,52.7000, -999999, -999999, -999999, -999999, -999999
47193,47194,178.0000,37.885017,-75.560242,2341.00,24.4900,927.1000,52.7000, -999999, -999999, -999999, -999999, -999999
47194,47195,178.0000,37.884800,-75.561371,2341.00,24.3500,926.3000,52.7000, -999999, -999999, -999999, -999999, -999999
47195,47196,178.0000,37.884583,-75.562508,2458.00,24.2900,925.5000,52.7000, -999999, -999999, -999999, -999999, -999999
